user_name,emp_name,email_id,phone_number,emp_address,emp_password,emp_role,salary,fired,skill
Gregory Thomas,Regina Lane,imosley@example.org,(745)506-2382,"8701 Wallace Track
New Jimmymouth, OH 54506",9)!ygRme+q,manager,32532,False,attendant-manager
Amber Robinson,Elizabeth Mullins,newmanchristian@example.com,(980)438-8722x839,"478 Michael Falls
West Tylerberg, LA 14155",#4$_5XsF&*,manager,47160,False,trainee-manager
Matthew Gray,Connie Martinez,zwilliams@example.net,(932)404-0927,"7502 Jennifer Springs Apt. 206
East Lauriefort, FL 66220",0bDeP9h&%G,manager,31780,False,hr-manager
Kaitlyn Mendoza,Valerie Andrews,thomas54@example.org,(292)877-0177,"8001 Davidson Cove Suite 871
Lake William, OK 55455",D)4zk^na6O,manager,55843,False,stock-manager
Jessica Cardenas,Brandy Donaldson,joseph24@example.org,710-440-8493,"95876 Richmond Harbor Apt. 175
Port Traciburgh, MT 01560",!2MP%pKj8g,manager,32337,False,chef-manager
Daniel Cohen MD,Nicole Stout,bchang@example.com,(403)149-8156,"025 Gabriel Hills
Port Courtney, MS 44224",0etRjphg@c,manager,31480,False,stock-manager
Jeanne Hunter,Jeanette Alexander,patrickgomez@example.net,869.693.7264x8366,"0768 Schwartz Burgs
Hubbardshire, OK 68555",8CurMK2i+b,manager,49982,False,cleanliness-manager
Stephen Fisher,Marisa Barron,martha25@example.org,(244)645-7835,"865 Eric Stream
Port Kariborough, NM 29179",$L9v*KWbVx,manager,64878,False,db-manager
Lindsey Young,Victor Wilson,jbradley@example.org,959.419.4625x77602,"2114 Lucas Canyon Suite 889
Port Steve, IL 88213",)J05Tmu2)*,manager,53615,False,db-manager
Jennifer Clark,Michael Wilkerson,nicholas00@example.net,001-713-235-0703x08890,"PSC 9099, Box 0860
APO AP 96679",Hp^71N#t6(,manager,58061,False,chef-manager
Joseph Anderson,Gregory Fischer,joshua79@example.org,(647)720-5856x305,"531 Miller Street
Lake Ashleybury, UT 79728",KV3Jm1QfH!,manager,55485,False,db-manager
Timothy Lee,Mike Garcia,dmiller@example.net,7379387158,"30859 Watson Drives
Jenniferville, CA 36643",$4TFrc3Ism,manager,36365,False,stock-manager
Katherine Golden,Kathryn Jenkins,martinanthony@example.net,(368)515-1399,"62817 Richard Shore Suite 503
Gibsonfurt, AL 73216",#1iTHnDv$t,manager,74822,False,cleanliness-manager
Kari Monroe,Sara Evans,ablack@example.net,+1-741-462-2979,"8560 Sutton Mountain
Port Tracyside, WY 25311",p^4TdxZ_(3,manager,38983,False,attendant-manager
Eric Green,Chad Nelson,vschwartz@example.net,(087)914-8586x7285,"422 Martinez Union
Hawkinsbury, RI 91903",iz5SfLcvj),manager,78211,False,attendant-manager
Debra Wells,Haley Edwards,jose14@example.net,+1-290-607-2414,"831 Eric Coves Apt. 746
Lake Andrewbury, NY 39374",T(nEf0Ql71,manager,31533,False,db-manager
Erik Lang,Curtis Campos,jenniferescobar@example.org,700.380.0799,"Unit 2836 Box 9955
DPO AA 17164",(cdfC2Shg&,manager,59849,False,attendant-manager
Terri Perez,Dawn Patel,brandy73@example.org,001-482-772-8022x229,"70321 Roberts Well
West Leahland, PA 63887",^2sP+fCvKc,manager,39611,False,stock-manager
Jeremy Romero,Donald Roberson,donnajohnson@example.org,311-976-0679,"8688 Stein Knolls Apt. 283
West Breanna, KY 25835",f1adD%P2%%,manager,31844,False,trainee-manager
Danielle Fisher,Jonathan Christian,ryan49@example.net,(300)767-6776x53484,"95927 Brown Square Suite 993
New Tylerport, ID 36913",)0_M8Yz7H&,manager,30943,False,trainee-manager
Calvin Ball,Joseph Dunn,maldonadowilliam@example.org,001-943-984-1903x22488,"2706 Miller Viaduct
Sanchezfurt, MO 97676",g&ZIOHxs^8,manager,70865,False,attendant-manager
Philip Kelly,Bobby Sanders,patelanne@example.org,(793)197-7480,"57826 Smith Pass Suite 657
Ramirezfort, UT 04752",^O_z&FPp2d,manager,37205,False,attendant-manager
Wendy Keller,Jonathan Williams,kjohnson@example.com,+1-705-240-3283x98381,"6414 Caldwell Avenue Apt. 393
Coleport, ND 89086",*32qO^+pn7,manager,71476,False,trainee-manager
Justin Salas,Susan Curry,xsoto@example.net,5488487189,"51691 Kenneth Passage
South Danielhaven, NY 89470",Tr)r7JTcbO,manager,35903,False,db-manager
Christine Fernandez PhD,Sandra Boyd,matthewgarrett@example.net,001-167-356-4243x84438,"3051 Maria Pines
Sanchezfurt, IN 29686",d+TC2Mwlyz,manager,79126,False,trainee-manager
Ian Nelson,Mary Sanchez,yhamilton@example.org,001-796-021-0125,"087 Lopez Springs
Port Mandyborough, OH 23999",8zTe&9UiMl,manager,46708,False,cleanliness-manager
Curtis Stokes MD,Andrew Smith,douglas23@example.net,949-304-4080x4492,"2763 Steven Ville
North Sherryfort, AK 28167",&6VC5&igh#,manager,41412,False,head-manager
Walter Whitehead,Taylor Stewart,alexiswright@example.org,183-577-7423x709,"77818 Davis Knolls
Barbaraside, MS 09457",%23KrCwqiH,manager,53888,False,hr-manager
Jeremy Byrd,Allen Kirk,arnoldkelsey@example.com,(189)546-1044,"5929 Bond Forks Apt. 485
Deborahview, NH 96481",PiKrX!Ma_8,manager,41467,False,trainee-manager
Jodi Reynolds,Mr. Matthew Casey,zsnyder@example.com,216.612.8916,"29380 Taylor Land
Lake Peter, FL 23802",541lKctPJ^,manager,41822,False,stock-manager
Ronald Bell,Nathan Garrison,zmartinez@example.net,467.998.8729,"95126 Jonathan Camp
East Michael, OH 73996",%x7%5Y6xWw,manager,59233,False,attendant-manager
Tina Bradshaw,Madison Peterson,russellhughes@example.org,491-197-8058x8619,"246 Monica Knoll
New Danaland, CO 87472",f!T3Ga$B!k,manager,75172,False,hr-manager
Carrie Galvan,Victor Watson,thomas78@example.org,644.828.4855x1842,"52376 Stephen Pine
Waltonport, FL 23053",8L!p5Nghz*,manager,79944,False,attendant-manager
Brenda Terry,Amy Clark,jamesbobby@example.net,689-494-5316,"0185 Smith Drive
Garrettburgh, RI 02103",&r1NWrFu)6,manager,33544,False,attendant-manager
Christopher Ruiz,Dorothy Sanchez,smithnatalie@example.net,001-990-721-8563x6714,"0427 Hodge Corner Apt. 411
Larsonfurt, PA 21595",!i&jh3ThYa,manager,53154,False,attendant-manager
Scott Gordon,Michael Watson,connieross@example.com,(274)445-9533x7112,"8629 Price Lane
East Brettberg, NH 79565",O+)&8AQCne,manager,40386,False,trainee-manager
Megan Briggs,Jessica Diaz,qconrad@example.org,001-834-480-3074x2634,"495 Richard Circle Apt. 639
Hicksville, VT 23150",%&VMtxozF3,manager,32542,False,cleanliness-manager
Joanne Marshall,Donna Gill,turneraustin@example.com,(089)123-3795x29245,"3568 Scott Island Apt. 541
Jennifershire, WI 39711",n4HM_hyP(n,manager,39984,False,db-manager
Christopher Gibson,Rebecca Arroyo,zflores@example.org,706-537-0962x070,"1335 Jacqueline Rue Apt. 648
Maloneview, MD 69996",pUC7U2kiY^,manager,41897,False,head-manager
Frances Solis,Alexander Holden,cholt@example.org,+1-518-026-4688x15521,"399 Anthony Manors Apt. 954
Bushmouth, MS 52776",)1PqGLSkwh,manager,66010,False,chef-manager
Sandra Wang,James Smith,lucasmichael@example.com,201.911.2199x8287,"89634 Jack Port Apt. 873
Vaughnfort, TN 81501",e)1XLwKPQE,manager,77059,False,hr-manager
Mary Lee,Mary Wiggins,xbryant@example.org,+1-236-866-6423x049,"Unit 5152 Box 1418
DPO AP 32796",U3xEuvpG)k,manager,51009,False,attendant-manager
James Morgan,Michele Nichols,hallchristine@example.org,300-430-5662x6634,"452 Payne Shores Apt. 455
Amandaside, AZ 34626",p9v_Ugga#n,manager,33706,False,head-manager
Janice Roberts,Timothy Werner,marksmith@example.org,996-254-0483x4370,"34366 Ashley Squares
West Jessicafurt, SC 83010",i7ZZcteA(Z,manager,45880,False,chef-manager
Zachary Hoffman,Alec Scott,fernandoallen@example.com,886.449.3449x0440,"06182 Schultz Loop
Port Matthew, OH 31148",kqRq75Iq6),manager,50130,False,cleanliness-manager
Emma Jones,Tonya Mendoza,michellewhite@example.com,(577)243-6920x818,"321 Raymond Corner
South Michaelchester, NJ 65249",zD3s7Exs@2,manager,55714,False,trainee-manager
Madeline Nolan,Jessica Lin,sara79@example.org,8792829376,"467 Bryan Loaf Apt. 749
New Carlaport, OR 92918",5z6XvrvC)!,manager,30416,False,attendant-manager
Ronald Johnson,Joshua Davidson,kentthomas@example.org,001-587-412-0896x138,"02045 Aaron Port
Rogerside, WI 78913",vd2OB(j@k(,manager,62556,False,attendant-manager
Daniel Collins,Stephanie Leach,hannatara@example.net,001-479-443-7286,"29097 Lauren Roads
West Jesusview, IN 07250",(RAk!x*ru5,manager,45725,False,cleanliness-manager
Cody Sullivan,Mary Wilson,steven67@example.org,321.401.4926,"8607 Evans Lane
Timothytown, OH 22274",5#209FYsx$,manager,56730,False,stock-manager
John Fritz,Anita Wyatt,perrydavid@example.net,001-877-012-7790x0685,"216 Lisa Garden
Fieldsview, ME 98385",ehjsD5Tq(5,manager,55599,False,attendant-manager
Jennifer Wolfe,Monica Smith,allenmary@example.com,(835)426-8369,"3987 Kayla Ranch Apt. 767
New Jason, WA 37481",^9BzixABH8,manager,38000,False,db-manager
David Saunders,Jessica Haynes,ashleyhicks@example.net,001-492-064-2133x71497,"67042 Williams Path Apt. 867
Daveborough, WY 78848",QEAU8CdJ3_,manager,39132,False,trainee-manager
Tammy Lopez,Rhonda Porter,iperkins@example.net,9473135939,"01780 Smith Track Suite 968
Rubenport, MI 78135",+ZX5%dvmg3,manager,71941,False,cleanliness-manager
Jennifer Hooper,Austin Davis,campbelljason@example.net,277.616.3854x885,"45427 Donna Squares
West Philip, ND 92952",f5O9&NaL@O,manager,72979,False,stock-manager
Stephanie Smith,Anna Willis,nmcintosh@example.net,+1-809-741-9325x7636,"PSC 6254, Box 6573
APO AP 42689",^4r(uJeQbd,manager,49479,False,attendant-manager
Dustin Bishop,Daniel Gallagher,wmorgan@example.org,001-123-944-0145x978,"9335 Horn Hill Suite 896
West Terrishire, RI 09759",p&WiNLc)@9,manager,34919,False,hr-manager
Judith Mcgrath,Joanna Crosby,jsutton@example.org,+1-727-772-6581x89649,"03896 Campbell Viaduct
Russellville, MS 63953",AK6)YCvl(D,manager,33863,False,trainee-manager
Christina Bailey,Samuel Buckley,dtaylor@example.net,080-901-4477x855,"219 Foster Courts Suite 617
New Brianberg, LA 37764",!D58Bo3lk%,manager,30409,False,head-manager
Amy Horn,Cheryl Peterson,tiffany97@example.org,(399)049-9529x6467,"59455 Jackson Heights
Lake Heatherborough, NJ 98483",X0cRpzlC%s,manager,72069,False,stock-manager
Gina Sanders,Emily Kelly,flowersjennifer@example.org,6554982166,"0277 Jennifer Ramp
East Michaelstad, HI 00653",M*n1J3ja27,manager,58843,False,chef-manager
Jacob Rodriguez,Robert Hatfield,rwilkinson@example.net,+1-722-381-4270x79846,"1055 Crystal Throughway
Phillipside, TX 33925",_n%X3pkb26,manager,54367,False,hr-manager
Ashley Mueller,Mary Rose,jacksonmichael@example.org,906-482-8491x99739,"64941 Matthews Unions Suite 411
West Robertport, KY 50575",LHD9!ktf@0,manager,35335,False,db-manager
Lindsey Clark,Nathan Booker,ruth15@example.net,001-774-112-4819x728,"16801 Breanna Heights
Montoyaville, NH 89544",0j$t9D3t39,manager,77202,False,attendant-manager
Miss Gabriela Black,Eric Bass,usmith@example.net,203-325-1230,"769 Donna Plains
North Michellehaven, MI 06913",*z%QkUvMP4,manager,64778,False,hr-manager
Deanna Fox,Bobby Galvan,smithmarcia@example.net,255-497-3762,"PSC 5441, Box 0810
APO AE 64002",cBx0XZ8aW+,manager,33351,False,attendant-manager
Kayla Pena,Alexa Case,lambertmonique@example.net,(388)841-4020,"6059 Navarro Vista
North David, VT 99107",K_uX1Tu$m$,manager,52341,False,stock-manager
Mark Peters,Jenna Chavez,brandoncochran@example.com,(382)953-4847,"8288 Morrow Roads Apt. 481
Thompsonfurt, PA 19862",@*G0wmGx(8,manager,65353,False,attendant-manager
Amber Callahan,Crystal Mcmillan,sherryhall@example.net,673.147.9376,"91237 Melissa Expressway
North Davidville, AZ 90995",dnKcDn9#+8,manager,53153,False,chef-manager
Thomas Ramirez,Megan Sutton,elizabeth59@example.org,+1-542-876-8259x64000,"USCGC Greene
FPO AA 25592",aW7pNYSwi(,manager,34519,False,db-manager
Sandy Johnson,Johnny Harris,donnawilliams@example.com,821.711.4859,"5670 Johnson Walk
New Adrienneberg, NH 98588",tm52Y!Ze!g,manager,77724,False,chef-manager
Michelle May,Mrs. Heather Robinson DVM,ccampos@example.com,+1-880-190-8619,"21122 Moore Club
New Williammouth, NV 97785",)062RcAeHT,manager,48789,False,hr-manager
Patrick Warner,Katherine Smith,hollandmichelle@example.com,914-369-7923x827,"0506 Stephanie Stravenue
East Waynechester, MN 20874",5n2LRaT*9&,manager,31231,False,cleanliness-manager
Jean Shannon,Samantha Andersen,carolmedina@example.com,001-232-638-1431x4802,"915 Zachary Row Apt. 876
East Amy, MS 64141",gUKcO$Ml!3,manager,37455,False,attendant-manager
Theresa Collins,Mary Vance,brianparks@example.org,543.496.7817x276,"2918 Michael Road Apt. 908
North Jeremymouth, OH 96243",w#0T_bi@M%,manager,33367,False,attendant-manager
Christine Perry,Breanna Sanchez,morganjohnson@example.org,(723)648-2563x876,"PSC 5982, Box 9103
APO AP 08981",M^9nZgogf6,manager,79624,False,attendant-manager
Claudia White,Christopher Bailey,melissa98@example.com,5027475016,"216 Lewis Ways
Curtischester, MD 93585",$H%AAVoz#6,manager,61017,False,attendant-manager
Ryan Henson,Jonathan Sutton,benjaminnguyen@example.net,(375)075-5808,"USS Gray
FPO AP 10002",*&T7RBuBJJ,manager,48545,False,attendant-manager
James Rodriguez,Benjamin Bentley,fmiller@example.org,+1-276-029-3735x514,"073 White Mountain Suite 465
North Mary, CO 49583",Q*54pGnmt%,manager,62494,False,chef-manager
Courtney Riddle,Tracy Finley,gregoryjackson@example.com,001-802-432-8120x2252,"407 Moyer Unions Suite 781
North Jay, CA 72699",)HEQwaIED8,manager,40452,False,stock-manager
Melissa Smith,Jennifer Williams,jenniferreeves@example.org,(000)902-9483,"1060 Guerrero Parkway Apt. 252
Danielleshire, PA 97431",(qFhwCpgE5,manager,77052,False,cleanliness-manager
Jeremiah Pratt,Renee Santiago,treynolds@example.org,818.879.4529,"60260 King Estate Suite 866
Sharonborough, VT 24538",a_ZW+B7F!3,manager,61627,False,db-manager
Diane Freeman,Lori Swanson,justinrios@example.net,217-855-8788x77386,"2514 Christensen Roads Apt. 126
South Paul, OK 32253",#c0eK+_r)Y,manager,74442,False,attendant-manager
Elizabeth Cook,Cynthia Copeland,tlee@example.com,+1-695-494-3122x2727,"962 Sanchez Crescent Suite 302
Lake Sara, OH 50349",c$4Z&!z(t*,manager,38138,False,chef-manager
Bethany Hardy,Matthew Buck,blackburnelizabeth@example.org,001-641-100-0330x880,"644 Christina Mountain Apt. 196
North Joshuastad, NH 39373",f%S2PGs+R&,manager,69120,False,attendant-manager
Vernon Martin,Victoria Ellis,rebecca54@example.org,+1-943-196-6974,"5623 Gibson Port Suite 484
Zacharymouth, AL 86347",lv99sSIkN#,manager,67917,False,head-manager
Thomas Bell,Emily Castillo,jacqueline43@example.org,(610)470-6362x8825,"894 Castro Center Apt. 580
Jackfort, NH 40688",5E!VKwZy&t,manager,33677,False,stock-manager
Rhonda Johnson,Monica Torres,paul30@example.org,001-183-756-4041x4728,"1295 Kayla Forges Apt. 322
South Jasonmouth, AK 04999",!*Ri5HIm$A,manager,40308,False,hr-manager
Ryan Kennedy,Joseph Thomas,mccoythomas@example.net,+1-831-386-0678x560,"7491 Logan Valley Suite 471
Lake Tina, ND 86579",m!4nCh6t3*,manager,71738,False,cleanliness-manager
Elizabeth Marsh,Anthony Flores,nellis@example.net,001-351-870-7384x211,"007 James Rue
Brownview, VT 93534",p*5Ap8edjS,manager,59455,False,cleanliness-manager
Anthony Smith,Tony Barnes,cynthialewis@example.com,177.325.1519,"463 Wise Pike
North Adam, OK 41308",*VU8cyiqW0,manager,30492,False,attendant-manager
Eric Duran II,Diane Lambert,julie91@example.org,233-907-9030x563,"9322 Andre Lane Suite 506
Owensland, KS 30477",8C8ClEY(+g,manager,73030,False,attendant-manager
Brent Munoz,Lauren Leonard,stewartjennifer@example.com,631.110.6469x275,"548 Juan Gateway Suite 177
Vincentview, MN 75641",aW59LOAg(k,manager,30333,False,stock-manager
Lori Pearson,Eric Larson,hailey44@example.net,800.009.4889x798,"663 Cody Trail
North Michaelbury, IA 26255",F!4!GCIcN$,manager,66830,False,hr-manager
Christina Holland,Lauren Stein,hwilliams@example.net,+1-074-997-7092x94161,"3461 Carla Heights
New Stephanieton, NE 23176",&6yB5KlG6g,manager,78055,False,db-manager
Dominique Avila,Ashley Clark,qwest@example.net,991.719.3558x3911,"53102 Mendoza Underpass Suite 868
West Johnview, MS 40157",Ofz8Ryl2h^,manager,33633,False,attendant-manager
Natasha Miller,Latoya Fields,imaddox@example.com,001-810-985-7822,"528 Elizabeth Dam
Alexanderburgh, MO 72028",Dc6RIFcjW+,manager,49124,False,hr-manager
Ronnie Johnson,Christina Matthews,gwright@example.net,340.837.7814x8959,"52953 James Junctions Suite 788
South Meghan, WV 10789",A&%7XuwcR*,manager,37761,False,attendant-manager
Aimee Dixon,William Cole,iwilson@example.org,001-610-737-6417x05784,"5947 Rowe Keys Suite 117
North Emilyton, WA 23741",U5s2^8AtDS,manager,73656,False,trainee-manager
Carl Jackson,Patricia Barnes,ophillips@example.net,001-843-487-4833x1817,"1011 Trevor Crest
East Sherryside, VA 72474",&ad6Mx++Fo,manager,54734,False,hr-manager
Michael Rodriguez DDS,Nicolas Lynch,alex06@example.com,424.850.9525x5344,"80673 Calhoun Highway
Breannastad, CT 17888",TY8WOHZh*A,manager,65198,False,head-manager
Seth Shields,James Martin,colemanthomas@example.com,833.697.5987,"37060 Kathleen Locks Apt. 896
New Bryan, NE 40217",@$+#8GooBk,manager,67618,False,attendant-manager
Robin Rasmussen,Ariel Ramirez,clinton63@example.com,+1-204-167-0318x8027,"605 Proctor View Suite 279
South Charlesberg, TN 61969",y%1&BX3w(d,manager,63532,False,hr-manager
Karen Lee,Michael Diaz,slamb@example.org,(614)241-2178x7772,"34112 Williams Glens
Jonathanfort, ID 97434",E3C_6IdiLy,manager,78301,False,trainee-manager
Robyn Underwood,Maria Malone,courtney76@example.net,764-201-7907,"58008 Ruth Highway
Lake Kayla, TN 15049",Q2@WYIbQ_x,manager,44540,False,attendant-manager
Kristin Oconnor,Kurt Parks,omoreno@example.org,9127733231,"55353 Vang Island
South Robinberg, IN 32714",r*D@9K9j!f,manager,64643,False,chef-manager
Terry Day,Kevin Coleman,mtate@example.net,001-570-292-2703x06705,"Unit 9322 Box 0865
DPO AA 94207",!6Sg$vd4wn,manager,77964,False,stock-manager
Karla Huff,Erica Lewis,lindajimenez@example.net,508-175-5803,"6365 Michelle Walk Apt. 615
East Amandamouth, OK 82744",l%9NlG_b6),manager,69161,False,attendant-manager
Victoria White,Dustin Lane,cmiller@example.com,(584)545-6996,"0240 Mccarthy Dam
Johnstad, NH 26293",!*LhDG)o81,manager,32025,False,cleanliness-manager
John Mayo,Natasha Clark,lawsonjerry@example.com,600-778-5338,"27028 Steven Way
South Jefferyland, IL 32864",((tbbNDk9l,manager,42676,False,attendant-manager
Robert Potter,Madeline King,alicia24@example.net,+1-720-231-1031x886,"40915 Ibarra Causeway Apt. 272
Adammouth, DE 58534",*2sMUtfYLf,manager,73272,False,hr-manager
Joyce Brooks,Maria Garcia,sjohnson@example.org,(926)010-4572,"34975 Smith Forest
Lake Jenniferville, TN 18660",6v*ZJcTl!E,manager,42418,False,head-manager
Kelly Powers,Ryan Hinton,fbrown@example.net,(150)521-8470,"2365 Cox Alley Suite 693
East Caitlynshire, MI 45069",(UB!b14g6s,manager,64827,False,stock-manager
Thomas Mayer,Tracy Riley MD,kylieroman@example.com,(944)514-5611x0063,"503 Ramsey Knolls Apt. 341
Port Samanthaview, NV 70467",W532x%Vj8#,manager,58308,False,chef-manager
Terrence Moss,Courtney Rosales,zdavis@example.org,244.253.8868x52201,"73957 Brittany Isle Suite 405
Brendafort, AZ 96709",Vd84WW8iD#,manager,77370,False,cleanliness-manager
Deanna Young,Alice Lopez,lawsongilbert@example.net,+1-485-305-9840,"789 Carter Spring Apt. 595
Cherylport, MI 94433",$Y%c8Uv50e,manager,34725,False,db-manager
Tina Ramirez,Levi Davis,amywalker@example.org,831-541-5281,"USCGC Cook
FPO AA 92965",V($*$sQl&5,manager,41053,False,head-manager
Connor Andersen,Melissa Hudson,rachel01@example.org,869.335.4924,"237 Torres Divide
North Michelemouth, TX 46008",e%m3fQg4$(,manager,46569,False,chef-manager
Cassandra Duran,Megan Buckley,gerald88@example.net,(798)437-5441x8100,"338 Thompson Ferry Suite 612
Fergusonside, IN 58140",ZNj8V_hq%Z,manager,31544,False,chef-manager
Alexis Morris,Tom Steele,harperrebecca@example.net,+1-981-110-6647x36634,"96715 Justin Pike Apt. 415
North Ericchester, TX 85154",c3zXQh$G^z,manager,59314,False,trainee-manager
Greg Perez,Kim Jenkins,brandolph@example.net,2091606464,"Unit 3013 Box 9627
DPO AA 84063",2S8bxPKy$Y,manager,75157,False,hr-manager
Deborah Kim,Brenda Caldwell,qrice@example.net,(880)949-0041,"2154 Rivas Hollow
Port Jessicaville, NE 51657",0!95)B0md@,manager,60810,False,stock-manager
Katherine Kennedy,Amanda Mendoza,adamserika@example.com,474-980-7094,"1397 Miller Stream Apt. 275
North Williamport, NC 15731",@1FdktBVYd,manager,35035,False,db-manager
William Rowe,Lynn Williams,kellyamber@example.net,715.319.0948x722,"0294 Mann Plains
Gregoryton, DE 36940",5qZji@Ll!P,manager,55973,False,attendant-manager
Joe Stevens,Tracy Smith,kathryn06@example.net,9162961986,"Unit 1358 Box 4845
DPO AE 98819",J)5YRV!c2@,manager,37544,False,stock-manager
Dana Smith,Jennifer Morris,xmullins@example.com,+1-902-577-1060x74401,"328 Michael Station Suite 388
Andersonview, CO 79484",5yTyHwX6(q,manager,31226,False,attendant-manager
Jeffrey Fitzpatrick,Allison Nguyen,renee97@example.net,+1-085-216-0536x146,"0728 Green Radial Suite 017
Patrickshire, NV 33013",(0CRc^+S(O,manager,48396,False,trainee-manager
Stephen Wilson,Edward Gomez DDS,bpatel@example.org,9315619558,"293 Ashley Stravenue
Richardmouth, NH 09046",93XCnFcf%L,manager,44263,False,attendant-manager
Amanda Price DVM,Mikayla Beard,jonathanmarsh@example.org,757.862.9227,"53817 Adrian Wells Suite 785
Cookfort, WV 38029",3fMudFdp@6,manager,32894,False,attendant-manager
Cory Fox,Derrick Lopez PhD,reynoldscheryl@example.org,+1-777-053-8953x00740,"PSC 8589, Box 0270
APO AP 07106",b$W8PKvhrR,manager,64010,False,chef-manager
John Roberson,Sylvia Wilkinson,garciamegan@example.org,+1-218-305-4084x1026,"2482 Sandra Run Apt. 809
East Zacharyfort, HI 88935",WU4iYNSx0),manager,76249,False,attendant-manager
Christina Riggs,Andrea Valentine,vgriffin@example.net,920.234.1457x6711,"93657 Debra Grove
Murrayborough, MD 30146",J5d5CMtF((,manager,61852,False,stock-manager
Brian Patrick,Claudia Hernandez,jerry88@example.org,001-991-139-3264x94870,"4175 Brianna Curve
Jefferymouth, PA 72912",&$KlmmWU#6,manager,73987,False,attendant-manager
Cassandra Grimes,Craig Matthews,raymondsexton@example.com,156-691-0082,"90909 Allen Shore
New Steven, IN 77801",#@OXqSn5^6,manager,47758,False,trainee-manager
Jerry Gutierrez,Alexander Tapia,joshuaward@example.net,235.696.6760x6466,"463 Dustin Crest Suite 660
Melissaview, IA 24480",E)+vR0TfAQ,manager,57553,False,stock-manager
Michael Ingram,Alison Campbell,iknapp@example.com,988-220-4149x9780,"298 Denise Walks Suite 449
New Leahville, WV 88697",ms#37Yhz!(,manager,53722,False,attendant-manager
Adrian Thompson,William Smith,linda58@example.org,(974)557-6978,"837 Michael Inlet Suite 700
East Johnville, MI 72341",u+7kE2Vl*a,manager,35811,False,chef-manager
Becky Weaver,Albert Hayden,nancypatterson@example.com,(069)120-2225,"86755 Boyer Estates Apt. 603
South Debbie, SD 91669",#u!0DmdRCp,manager,69455,False,trainee-manager
David Thompson,Daniel Garcia,sarah13@example.org,766.608.1189x9648,"67815 Brown Glen Apt. 597
South Carol, GA 60356",&0VWndbdaC,manager,50275,False,chef-manager
John Garcia,Antonio Rogers,peterwatson@example.com,+1-586-538-8744x361,"9956 Carson Village
South Brian, WV 35135",3@K6Xd2p_4,manager,48642,False,cleanliness-manager
David Bernard,Kevin Baker,wrobertson@example.net,524.856.3802x178,"47611 Freeman Groves Suite 599
Andrewchester, AZ 49273",85iIsjoV!u,manager,58666,False,cleanliness-manager
Angela Clements,Samantha Coleman,chenchristina@example.net,001-620-605-8848x3517,"PSC 0655, Box 0692
APO AP 97616",rl8GwyBz0#,manager,36649,False,cleanliness-manager
Tyler Jones,James Jackson,longgwendolyn@example.net,(780)116-2588x457,"8254 Carrillo Lodge
North Anna, CA 89315",z9Fsw@oG_r,manager,58325,False,attendant-manager
Rhonda Warren,Michael Bell,murphyangelica@example.com,459-383-7593,"10833 David Shoals Apt. 998
Port Tina, DC 26038",*nsRw&J*86,manager,75699,False,stock-manager
Christopher Smith,David Williams,derek47@example.com,(818)275-2883x1577,"Unit 2181 Box 9591
DPO AE 45212",3(LJ@1lv)1,manager,30733,False,head-manager
Michelle Zimmerman,Tonya Long,mjackson@example.net,264.158.6323x722,"799 Harris Highway
Melindaville, NV 16062",70FD58d@)7,manager,70761,False,hr-manager
John Phelps,Christopher Williamson,michelle52@example.org,623-946-9220,"695 Christina Views Suite 723
Torreston, SD 06318",)206iVp91F,manager,71583,False,db-manager
Tracy Robles,Travis Vang,richardacosta@example.org,921.557.7889x35719,"1031 John Valleys
Alexismouth, OR 92174",2*4HFsAufu,manager,69608,False,cleanliness-manager
Rebecca Sanchez,David Kirby,krista36@example.com,030.111.9641x507,"3213 Flores Fort
South Rebeccafurt, HI 39939",$Nq869Oqz^,manager,74981,False,trainee-manager
Jeremy Jones,Theresa Shelton,bridgetmcdonald@example.com,001-970-891-0240x7594,"2471 Erik Plaza Suite 258
New Melissachester, MT 90469",%nwNcQ$UZ5,manager,38194,False,stock-manager
Emily Randall,Lisa Mckenzie,jimmy42@example.net,(693)224-2354x798,"52703 Myers Viaduct Suite 241
Wilsontown, WI 01323",(2Alg^JC4s,manager,45587,False,attendant-manager
Melinda Watson,Patricia Weaver,wgriffith@example.org,(814)108-1661,"26827 Christina Wall
Yangmouth, IN 55478",t8aV@zDD!m,manager,46751,False,cleanliness-manager
April Stanton,Anthony Cross,egonzalez@example.net,7045038646,"71278 Lang Terrace
Markview, MD 87713",5+$*p8Nt%_,manager,69676,False,head-manager
Jason Obrien,Daniel Frank,logankatelyn@example.org,158.634.9773x49987,"61791 Kevin Center Apt. 655
Delgadoburgh, AZ 87199",&1RzKO*f^5,manager,51374,False,db-manager
Natalie Ortiz,Jeffrey Olson,jenniferdowns@example.net,001-448-165-5465x13475,"67289 Tara Stravenue Apt. 565
Lake Rodney, CA 62895",+UNEUycon1,manager,63737,False,attendant-manager
Kristina Reynolds,Walter Brown,joshuacollier@example.org,795.436.2574x0214,"80260 Mcgee Prairie Suite 557
Jennaville, LA 68603",oB2y*B6uh%,manager,59327,False,head-manager
Jordan Edwards,Christopher Hines,tina62@example.com,750.379.0248x54629,"USCGC Hill
FPO AE 92793",%$6Q(Wi*3$,manager,77434,False,attendant-manager
Brandon Bennett,Robert Knight,danielhale@example.com,7844088036,"USNV Cook
FPO AP 84697",q3xvwHbe$G,manager,61313,False,cleanliness-manager
